No,GH Project,Link SO,GitHub Java File Path,GitHub Method Name,GitHub Start Line,GitHub End Line,Stack Overflow Java File Path,Stack Overflow Method Name,Stack Overflow Start Line,Stack Overflow End Line
575,fanhongtao,https://stackoverflow.com/questions/3870210,fanhongtao/jdk/src/java/util/HashMap.java,HashIterator,911,918,3870210/3870210_4_recent.java,method,1,29
576,fanhongtao,https://stackoverflow.com/questions/16799135,fanhongtao/jdk/src/java/util/Timer.java,sched,386,412,16799135/16799135_10_41317480.java,method,1,23
577,fanhongtao,https://stackoverflow.com/questions/50578162,fanhongtao/jdk/src/java/nio/DirectByteBuffer.java,DirectByteBuffer,117,144,50578162/50578162_2_recent.java,method,1,22
578,fanhongtao,https://stackoverflow.com/questions/45774144,fanhongtao/jdk/src/javax/swing/plaf/metal/MetalTabbedPaneUI.java,update,719,725,45774144/45774144_4_recent.java,method,1,21
579,fanhongtao,https://stackoverflow.com/questions/54119640,fanhongtao/jdk/src/javax/swing/plaf/basic/BasicTableHeaderUI.java,mouseClicked,99,116,54119640/54119640_4_189259651.java,mouseClicked,10,26
10,fesch,https://stackoverflow.com/questions/9709606,fesch/canze/app/src/main/java/lu/fisch/canze/widgets/Label.java,Label,39,45,9709606/9709606_2_recent.java,method,1,19
11,fesch,https://stackoverflow.com/questions/9709606,fesch/canze/app/src/main/java/lu/fisch/awt/Rectangle.java,Rectangle,32,38,9709606/9709606_2_recent.java,method,1,19
279,firebase,https://stackoverflow.com/questions/59394165,firebase/snippets-android/firestore/app/src/main/java/com/google/example/firestore/DocSnippets.java,addAdaLovelace,147,171,59394165/59394165_2_211463641.java,method,1,26
783,flyve-mdm,https://stackoverflow.com/questions/52144662,flyve-mdm/android-mdm-agent/app/src/main/java/org/flyve/mdm/agent/utils/StorageFolder.java,isExternalStorageReadable,208,215,52144662/52144662_2_181397043.java,method,1,97
176,foxinmy,https://stackoverflow.com/questions/41251473,foxinmy/weixin4j/weixin4j-base/src/main/java/com/foxinmy/weixin4j/http/support/okhttp/OkHttpClient2.java,writeTo,134,143,41251473/41251473_6_recent.java,method,1,20
505,freedomotic,https://stackoverflow.com/questions/4429257,freedomotic/freedomotic/framework/freedomotic-core/src/main/java/com/freedomotic/i18n/I18nImpl.java,newBundle,184,217,4429257/4429257_2_9347476.java,newBundle,2,32
506,freedomotic,https://stackoverflow.com/questions/59823215,freedomotic/freedomotic/plugins/legacy/bluetooth-id/src/main/java/com/freedomotic/plugins/devices/bluetooth_id/BluetoothID.java,saveImage,91,105,59823215/59823215_2_recent.java,method,1,17
673,freeplane,https://stackoverflow.com/questions/61006461,freeplane/freeplane/freeplane_plugin_script/src/main/java/org/freeplane/plugin/script/PrecompiledClasses.java,createNode,115,133,61006461/61006461_2_recent.java,method,1,96
499,funwayguy,https://stackoverflow.com/questions/63631995,funwayguy/betterquesting/src/main/java/betterquesting/api2/client/gui/misc/GuiRectangle.java,GuiRectangle,15,22,63631995/63631995_6_recent.java,method,1,110
698,geoodk,https://stackoverflow.com/questions/19876516,geoodk/collect/app/src/main/java/com/geoodk/collect/android/widgets/AutoCompleteWidget.java,publishResults,290,301,19876516/19876516_2_recent.java,method,1,33
699,geoodk,https://stackoverflow.com/questions/55003173,geoodk/collect/app/src/main/java/com/geoodk/collect/android/preferences/AggregatePreferencesActivity.java,filter,155,163,55003173/55003173_2_recent.java,method,1,12
4,getodk,https://stackoverflow.com/questions/55003173,getodk/collect/collect_app/src/main/java/org/odk/collect/android/preferences/filters/WhitespaceFilter.java,filter,10,18,55003173/55003173_2_recent.java,method,1,12
199,giginet,https://stackoverflow.com/questions/9293885,giginet/ccsocialshare/CCSocialShare/android/java/src/org/kawaz/socialshare/SocialShare.java,copyFile,91,102,9293885/9293885_2_recent.java,method,1,18
228,giloutho,https://stackoverflow.com/questions/32164598,giloutho/logfly5/src/main/java/littlewins/winAirDraw.java,startEdit,257,266,32164598/32164598_8_recent.java,method,1,15
240,gitlab4j,https://stackoverflow.com/questions/22918204,gitlab4j/gitlab4j-api/src/main/java/org/gitlab4j/api/utils/JacksonJson.java,serialize,305,317,22918204/22918204_2_62450522.java,serialize,3,14
235,gluufederation,https://stackoverflow.com/questions/47622507,gluufederation/oxtrust/server/src/main/java/org/gluu/oxtrust/util/RecaptchaUtil.java,isCaptchaValid,69,87,47622507/47622507_4_196832552.java,method,1,29
322,gmu-swe,https://stackoverflow.com/questions/19340685,gmu-swe/phosphor/Phosphor/src/main/java/edu/columbia/cs/psl/phosphor/struct/harmony/util/ConcurrentHashMap.java,put,419,448,19340685/19340685_2_49198640.java,method,1,30
250,google,https://stackoverflow.com/questions/60565131,google/wycheproof/java/com/google/security/wycheproof/testcases/DhiesTest.java,ike2048,61,78,60565131/60565131_4_recent.java,method,1,18
251,google,https://stackoverflow.com/questions/41251473,google/data-transfer-project/extensions/data-transfer/portability-data-transfer-koofr/src/main/java/org/datatransferproject/transfer/koofr/common/InputStreamRequestBody.java,writeTo,34,45,41251473/41251473_6_134298162.java,method,1,20
252,google,https://stackoverflow.com/questions/29330741,google/j2objc/jre_emul/openjdk/src/share/classes/java/math/BigDecimal.java,divide,5196,5208,29330741/29330741_6_86929181.java,method,1,13
253,google,https://stackoverflow.com/questions/29330741,google/j2objc/jre_emul/openjdk/src/share/classes/java/math/BigDecimal.java,divide,5210,5222,29330741/29330741_6_86929181.java,method,1,13
254,google,https://stackoverflow.com/questions/29866762,google/j2objc/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/ComparableTimSort.java,sort,179,224,29866762/29866762_2_89013107.java,method,1,40
255,google,https://stackoverflow.com/questions/29866762,google/j2objc/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/TimSort.java,sort,210,256,29866762/29866762_2_89013107.java,method,1,40
256,google,https://stackoverflow.com/questions/46830988,google/j2objc/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/HashMap.java,putMapEntries,505,523,46830988/46830988_4_158689916.java,method,1,19
257,google,https://stackoverflow.com/questions/16799135,google/j2objc/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/Timer.java,sched,388,414,16799135/16799135_10_41317480.java,method,1,23
258,google,https://stackoverflow.com/questions/29230939,google/j2objc/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/stream/ReferencePipeline.java,flatMap,252,277,29230939/29230939_4_201996375.java,method,1,25
259,google,https://stackoverflow.com/questions/29230939,google/j2objc/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/stream/ReferencePipeline.java,opWrapSink,258,275,29230939/29230939_4_201996375.java,method,1,25
260,google,https://stackoverflow.com/questions/24127188,google/gson/gson/src/main/java/com/google/gson/Gson.java,read,403,409,24127188/24127188_2_recent.java,method,1,32
261,google,https://stackoverflow.com/questions/24127188,google/gson/gson/src/main/java/com/google/gson/Gson.java,read,462,468,24127188/24127188_2_recent.java,method,1,32
262,google,https://stackoverflow.com/questions/24127188,google/gson/gson/src/main/java/com/google/gson/internal/bind/TypeAdapters.java,read,369,376,24127188/24127188_2_recent.java,method,1,32
263,google,https://stackoverflow.com/questions/57997601,google/cdep/cdep/src/main/java/io/cdep/cdep/utils/ArchiveUtils.java,visitFile,83,89,57997601/57997601_2_recent.java,method,1,22
264,google,https://stackoverflow.com/questions/30942772,google/guava/android/guava/src/com/google/common/base/Splitter.java,computeNext,555,620,30942772/30942772_4_recent.java,method,1,62
265,google,https://stackoverflow.com/questions/30942772,google/guava/guava/src/com/google/common/base/Splitter.java,computeNext,572,637,30942772/30942772_4_recent.java,method,1,62
549,googleapis,https://stackoverflow.com/questions/54298032,googleapis/google-http-java-client/google-http-client/src/main/java/com/google/api/client/util/ByteStreams.java,copy,42,56,54298032/54298032_2_190009745.java,copy,52,65
739,googlecreativelab,https://stackoverflow.com/questions/28039909,googlecreativelab/landmarker/app/src/main/java/com/androidexperiments/landmarker/MainActivity.java,buildGoogleApiClient,131,137,28039909/28039909_2_recent.java,method,1,13
652,googlesamples,https://stackoverflow.com/questions/28039909,googlesamples/io2015-codelabs/geofence/GeoFenceCodeLab/app/src/main/java/com/lmoroney/geofencecodelab/MainActivity.java,buildGoogleApiClient,59,65,28039909/28039909_2_recent.java,method,1,13
470,grahamar,https://stackoverflow.com/questions/4429257,grahamar/cron-parser/cron-parser-core/src/main/java/net/redhogs/cronparser/I18nMessages.java,newBundle,35,62,4429257/4429257_2_9347476.java,newBundle,2,32
25,grakic,https://stackoverflow.com/questions/6702420,grakic/jfreesteel/eidviewer/src/main/java/net/devbase/jfreesteel/viewer/EidViewer.java,main,134,140,6702420/6702420_2_89518975.java,main,9,18
711,graxcode,https://stackoverflow.com/questions/3519182,graxcode/jbytemod-beta/src/main/java/me/grax/jbytemod/ui/dialogue/ClassDialogue.java,insertString,785,793,3519182/3519182_2_7342658.java,method,1,17
643,grpc-nebula,https://stackoverflow.com/questions/54298032,grpc-nebula/grpc-nebula-java/core/src/main/java/io/grpc/internal/IoUtils.java,copy,40,55,54298032/54298032_2_190009745.java,copy,52,65
644,grpc-nebula,https://stackoverflow.com/questions/54298032,grpc-nebula/grpc-nebula-java/services/src/main/java/io/grpc/services/BinaryLogProvider.java,copy,177,192,54298032/54298032_2_190009745.java,copy,52,65
645,grpc-nebula,https://stackoverflow.com/questions/54298032,grpc-nebula/grpc-nebula-java/protobuf-nano/src/main/java/io/grpc/protobuf/nano/NanoUtils.java,copy,84,98,54298032/54298032_2_190009745.java,copy,52,65
646,grpc-nebula,https://stackoverflow.com/questions/54298032,grpc-nebula/grpc-nebula-java/protobuf-lite/src/main/java/io/grpc/protobuf/lite/ProtoLiteUtils.java,copy,98,113,54298032/54298032_2_190009745.java,copy,52,65
500,grpc,https://stackoverflow.com/questions/54298032,grpc/grpc-java/gcp-observability/src/test/java/io/grpc/gcp/observability/interceptors/LogHelperTest.java,copy,782,797,54298032/54298032_2_190009745.java,copy,52,65
501,grpc,https://stackoverflow.com/questions/54298032,grpc/grpc-java/services/src/main/java/io/grpc/protobuf/services/BinaryLogProvider.java,copy,177,192,54298032/54298032_2_190009745.java,copy,52,65
415,h-mdm,https://stackoverflow.com/questions/4429257,h-mdm/hmdm-server/common/src/main/java/com/hmdm/util/ResourceBundleUTF8Control.java,newBundle,47,75,4429257/4429257_2_9347476.java,newBundle,2,32
277,h819,https://stackoverflow.com/questions/5079864,h819/spring-boot/spring-boot-webapp/src/main/java/com/base/spring/utils/Test.java,copyBeanProperties,89,98,5079864/5079864_2_136918794.java,method,1,13
785,hak5,https://stackoverflow.com/questions/6702420,hak5/usbrubberducky-payloads/payloads/library/remote_access/duckNet/Encoder/src/Encoder_GUI.java,main,47,55,6702420/6702420_2_89518975.java,main,9,18
44,hantsy,https://stackoverflow.com/questions/29226591,hantsy/quarkus-sample/post-service/src/main/java/com/example/web/StreamBodyWriter.java,writeTo,35,50,29226591/29226591_2_recent.java,method,1,30
179,hapjs-platform,https://stackoverflow.com/questions/19876516,hapjs-platform/hapjs/core/runtime/android/widgets/src/main/java/org/hapjs/widgets/input/Edit.java,publishResults,1037,1045,19876516/19876516_2_recent.java,method,1,33
180,hapjs-platform,https://stackoverflow.com/questions/52144662,hapjs-platform/hapjs/core/runtime/android/runtime/src/main/java/org/hapjs/common/utils/MediaUtils.java,isExternalStorageWritable,142,148,52144662/52144662_2_181397043.java,method,1,97
726,haptic-apps,https://stackoverflow.com/questions/27436796,haptic-apps/slide/app/src/main/java/me/ccrama/redditslide/util/DrawableUtil.java,drawCanvas,44,50,27436796/27436796_2_recent.java,method,1,69
431,haulmont,https://stackoverflow.com/questions/36494384,haulmont/jmix-core/jmix-reports/reports/src/main/java/io/jmix/reports/util/ReportsUtils.java,truncateToTime,95,102,36494384/36494384_1_174279059.java,method,1,14
116,hidroh,https://stackoverflow.com/questions/41800354,hidroh/materialistic/app/src/main/java/io/github/hidroh/materialistic/Preferences.java,migrate,97,111,41800354/41800354_2_recent.java,method,1,82
724,hiwepy,https://stackoverflow.com/questions/60123437,hiwepy/spring-boot-starter-samples/spring-boot-sample-pf4j/src/main/java/ro/fortsoft/pf4j/spring/boot/Pf4jApplication.java,run,32,57,60123437/60123437_2_recent.java,method,1,12
511,hmkcode,https://stackoverflow.com/questions/28039909,hmkcode/android/android-get-last-location-fused-api/src/com/hmkcode/locations/MainActivity.java,buildGoogleApiClient,66,72,28039909/28039909_2_recent.java,method,1,13
535,huanghongxun,https://stackoverflow.com/questions/4429257,huanghongxun/hmcl/HMCL/src/main/java/org/jackhuang/hmcl/util/i18n/UTF8Control.java,newBundle,37,65,4429257/4429257_2_9347476.java,newBundle,2,32
604,huawei-hadoop,https://stackoverflow.com/questions/59239733,huawei-hadoop/hindex/src/test/java/org/apache/hadoop/hbase/procedure/TestZKProcedure.java,answer,292,299,59239733/59239733_4_210806800.java,method,1,16
88,hudson,https://stackoverflow.com/questions/50738131,hudson/hudson-2.x/hudson-remoting/src/main/java/hudson/remoting/ProxyOutputStream.java,run,264,270,50738131/50738131_2_recent.java,run,3,30
243,hugegraph,https://stackoverflow.com/questions/58370217,hugegraph/hugegraph-loader/hugegraph-hubble/hubble-be/src/main/java/org/apache/hugegraph/config/GlobalCorsConfig.java,corsFilter,30,44,58370217/58370217_2_recent.java,method,1,45
356,ibmruntimes,https://stackoverflow.com/questions/13462440,ibmruntimes/openj9-openjdk-jdk8/jdk/src/share/demo/jfc/SwingApplet/SwingApplet.java,init,74,91,13462440/13462440_6_32050882.java,init,30,44
357,ibmruntimes,https://stackoverflow.com/questions/58993471,ibmruntimes/openj9-openjdk-jdk8/jdk/src/share/classes/sun/security/tools/keytool/Main.java,toHexString,3371,3381,58993471/58993471_2_recent.java,method,1,363
358,ibmruntimes,https://stackoverflow.com/questions/29866762,ibmruntimes/openj9-openjdk-jdk8/jdk/src/share/classes/java/util/ComparableTimSort.java,sort,179,224,29866762/29866762_2_89013107.java,method,1,40
359,ibmruntimes,https://stackoverflow.com/questions/29866762,ibmruntimes/openj9-openjdk-jdk8/jdk/src/share/classes/java/util/TimSort.java,sort,210,256,29866762/29866762_2_89013107.java,method,1,40
360,ibmruntimes,https://stackoverflow.com/questions/46830988,ibmruntimes/openj9-openjdk-jdk8/jdk/src/share/classes/java/util/HashMap.java,putMapEntries,501,519,46830988/46830988_4_158689916.java,method,1,19
361,ibmruntimes,https://stackoverflow.com/questions/16799135,ibmruntimes/openj9-openjdk-jdk8/jdk/src/share/classes/java/util/Timer.java,sched,386,412,16799135/16799135_10_41317480.java,method,1,23
362,ibmruntimes,https://stackoverflow.com/questions/29330741,ibmruntimes/openj9-openjdk-jdk8/jdk/src/share/classes/java/math/BigDecimal.java,divide,5291,5303,29330741/29330741_6_86929181.java,method,1,13
363,ibmruntimes,https://stackoverflow.com/questions/29330741,ibmruntimes/openj9-openjdk-jdk8/jdk/src/share/classes/java/math/BigDecimal.java,divide,5305,5317,29330741/29330741_6_86929181.java,method,1,13
364,ibmruntimes,https://stackoverflow.com/questions/45774144,ibmruntimes/openj9-openjdk-jdk8/jdk/src/share/classes/javax/swing/plaf/metal/MetalTabbedPaneUI.java,update,719,725,45774144/45774144_4_recent.java,method,1,21
365,ibmruntimes,https://stackoverflow.com/questions/54119640,ibmruntimes/openj9-openjdk-jdk8/jdk/src/share/classes/javax/swing/plaf/basic/BasicTableHeaderUI.java,mouseClicked,99,116,54119640/54119640_4_189259651.java,mouseClicked,10,26
366,ibmruntimes,https://stackoverflow.com/questions/58993471,ibmruntimes/openj9-openjdk-jdk8/jdk/test/sun/security/pkcs11/tls/TestLeadingZeroesP11.java,toHexString,124,136,58993471/58993471_2_recent.java,method,1,363
367,ibmruntimes,https://stackoverflow.com/questions/58993471,ibmruntimes/openj9-openjdk-jdk8/jdk/test/sun/security/x509/X500Name/DerValueConstructor.java,toHexString,119,131,58993471/58993471_2_recent.java,method,1,363
368,ibmruntimes,https://stackoverflow.com/questions/64938483,ibmruntimes/openj9-openjdk-jdk8/jdk/test/jdk/jfr/jcmd/TestJcmdStartWithSettings.java,run,167,176,64938483/64938483_2_recent.java,method,1,68
369,ibmruntimes,https://stackoverflow.com/questions/6702420,ibmruntimes/openj9-openjdk-jdk8/jdk/test/java/awt/im/6396526/IMLookAndFeel.java,main,68,76,6702420/6702420_2_89518975.java,main,9,18
370,ibmruntimes,https://stackoverflow.com/questions/58993471,ibmruntimes/openj9-openjdk-jdk8/jdk/test/com/sun/crypto/provider/KeyAgreement/DHKeyAgreement2.java,toHexString,271,283,58993471/58993471_2_recent.java,method,1,363
371,ibmruntimes,https://stackoverflow.com/questions/58993471,ibmruntimes/openj9-openjdk-jdk8/jdk/test/com/sun/crypto/provider/KeyAgreement/DHKeyAgreement3.java,toHexString,178,190,58993471/58993471_2_recent.java,method,1,363
372,ibmruntimes,https://stackoverflow.com/questions/58993471,ibmruntimes/openj9-openjdk-jdk8/jdk/test/com/sun/crypto/provider/Cipher/Blowfish/BlowfishTestVector.java,toHexString,133,145,58993471/58993471_2_recent.java,method,1,363
373,ibmruntimes,https://stackoverflow.com/questions/58993471,ibmruntimes/openj9-openjdk-jdk8/jdk/test/com/sun/crypto/provider/TLS/TestLeadingZeroes.java,toHexString,130,142,58993471/58993471_2_recent.java,method,1,363
374,ibmruntimes,https://stackoverflow.com/questions/58617321,ibmruntimes/openj9-openjdk-jdk8/jdk/test/javax/imageio/plugins/bmp/BMPSubsamplingTest.java,create3ByteImage,329,342,58617321/58617321_2_recent.java,method,1,17
375,ibmruntimes,https://stackoverflow.com/questions/45774144,ibmruntimes/openj9-openjdk-jdk11/src/java.desktop/share/classes/javax/swing/plaf/metal/MetalTabbedPaneUI.java,update,809,815,45774144/45774144_4_recent.java,method,1,21
376,ibmruntimes,https://stackoverflow.com/questions/58993471,ibmruntimes/openj9-openjdk-jdk11/src/java.base/share/classes/sun/security/tools/keytool/Main.java,toHexString,3720,3730,58993471/58993471_2_recent.java,method,1,363
377,ibmruntimes,https://stackoverflow.com/questions/29866762,ibmruntimes/openj9-openjdk-jdk11/src/java.base/share/classes/java/util/ComparableTimSort.java,sort,179,224,29866762/29866762_2_89013107.java,method,1,40
378,ibmruntimes,https://stackoverflow.com/questions/29866762,ibmruntimes/openj9-openjdk-jdk11/src/java.base/share/classes/java/util/TimSort.java,sort,210,256,29866762/29866762_2_89013107.java,method,1,40
379,ibmruntimes,https://stackoverflow.com/questions/46830988,ibmruntimes/openj9-openjdk-jdk11/src/java.base/share/classes/java/util/HashMap.java,putMapEntries,496,514,46830988/46830988_4_158689916.java,method,1,19
380,ibmruntimes,https://stackoverflow.com/questions/62919983,ibmruntimes/openj9-openjdk-jdk11/src/java.base/share/classes/java/util/Random.java,seedUniquifier,108,117,62919983/62919983_2_recent.java,method,1,17
381,ibmruntimes,https://stackoverflow.com/questions/16799135,ibmruntimes/openj9-openjdk-jdk11/src/java.base/share/classes/java/util/Timer.java,sched,421,447,16799135/16799135_10_41317480.java,method,1,23
382,ibmruntimes,https://stackoverflow.com/questions/29330741,ibmruntimes/openj9-openjdk-jdk11/src/java.base/share/classes/java/math/BigDecimal.java,divide,5731,5743,29330741/29330741_6_86929181.java,method,1,13
383,ibmruntimes,https://stackoverflow.com/questions/29330741,ibmruntimes/openj9-openjdk-jdk11/src/java.base/share/classes/java/math/BigDecimal.java,divide,5745,5757,29330741/29330741_6_86929181.java,method,1,13
384,ibmruntimes,https://stackoverflow.com/questions/58993471,ibmruntimes/openj9-openjdk-jdk11/test/jdk/sun/security/pkcs11/PKCS11Test.java,byte2hex,126,133,58993471/58993471_2_recent.java,method,1,363
385,ibmruntimes,https://stackoverflow.com/questions/58993471,ibmruntimes/openj9-openjdk-jdk11/test/jdk/sun/security/pkcs11/PKCS11Test.java,toHexString,134,146,58993471/58993471_2_recent.java,method,1,363
386,ibmruntimes,https://stackoverflow.com/questions/58993471,ibmruntimes/openj9-openjdk-jdk11/test/jdk/sun/security/x509/X500Name/DerValueConstructor.java,toHexString,121,133,58993471/58993471_2_recent.java,method,1,363
387,ibmruntimes,https://stackoverflow.com/questions/64938483,ibmruntimes/openj9-openjdk-jdk11/test/jdk/jdk/jfr/jcmd/TestJcmdStartWithSettings.java,run,167,176,64938483/64938483_2_recent.java,method,1,68
388,ibmruntimes,https://stackoverflow.com/questions/6702420,ibmruntimes/openj9-openjdk-jdk11/test/jdk/java/awt/im/6396526/IMLookAndFeel.java,main,69,77,6702420/6702420_2_89518975.java,main,9,18
389,ibmruntimes,https://stackoverflow.com/questions/58993471,ibmruntimes/openj9-openjdk-jdk11/test/jdk/com/sun/crypto/provider/KeyAgreement/DHKeyAgreementPadding.java,toHexString,89,99,58993471/58993471_2_recent.java,method,1,363
390,ibmruntimes,https://stackoverflow.com/questions/58993471,ibmruntimes/openj9-openjdk-jdk11/test/jdk/com/sun/crypto/provider/KeyAgreement/DHKeyAgreement2.java,toHexString,268,280,58993471/58993471_2_recent.java,method,1,363
391,ibmruntimes,https://stackoverflow.com/questions/58993471,ibmruntimes/openj9-openjdk-jdk11/test/jdk/com/sun/crypto/provider/KeyAgreement/DHKeyAgreement3.java,toHexString,173,185,58993471/58993471_2_recent.java,method,1,363
392,ibmruntimes,https://stackoverflow.com/questions/58993471,ibmruntimes/openj9-openjdk-jdk11/test/jdk/com/sun/crypto/provider/Cipher/Blowfish/BlowfishTestVector.java,toHexString,131,143,58993471/58993471_2_recent.java,method,1,363
393,ibmruntimes,https://stackoverflow.com/questions/58993471,ibmruntimes/openj9-openjdk-jdk11/test/jdk/com/sun/crypto/provider/TLS/TestLeadingZeroes.java,toHexString,125,137,58993471/58993471_2_recent.java,method,1,363
394,ibmruntimes,https://stackoverflow.com/questions/1520212,ibmruntimes/openj9-openjdk-jdk11/test/jdk/javax/net/ssl/DTLS/DTLSSequenceNumberTest.java,shuffleArray,177,185,1520212/1520212_2_recent.java,shuffleArray,19,31
395,ibmruntimes,https://stackoverflow.com/questions/58617321,ibmruntimes/openj9-openjdk-jdk11/test/jdk/javax/imageio/plugins/bmp/BMPSubsamplingTest.java,create3ByteImage,329,342,58617321/58617321_2_recent.java,method,1,17
512,icecooly,https://stackoverflow.com/questions/41251473,icecooly/fasthttpclient/src/main/java/io/itit/itf/okhttp/OkHttpRequest.java,writeTo,117,126,41251473/41251473_6_recent.java,method,1,20
467,icyphy,https://stackoverflow.com/questions/25890405,icyphy/ptii/ptolemy/verification/kernel/maude/RTMExpTranslator.java,_GCD,385,391,25890405/25890405_4_73691184.java,method,1,18
468,icyphy,https://stackoverflow.com/questions/60816572,icyphy/ptii/edu/umich/eecs/april/jmat/LinAlg.java,clear,1844,1850,60816572/60816572_6_recent.java,method,1,29
278,iiitv,https://stackoverflow.com/questions/31386664,iiitv/algos/binary_search_tree/Mirror_of_Binary_Search_Tree.java,inorder,41,48,31386664/31386664_4_95005617.java,method,1,22
198,iipc,https://stackoverflow.com/questions/4429257,iipc/openwayback/wayback-core/src/main/java/org/archive/wayback/core/UTF8Control.java,newBundle,27,56,4429257/4429257_2_9347476.java,newBundle,2,32
401,ilmila,https://stackoverflow.com/questions/18531276,ilmila/j2eescan/src/main/java/burp/j2ee/passive/strutstoken/ReplayRandom.java,next,17,25,18531276/18531276_2_recent.java,method,1,59
613,intuit,https://stackoverflow.com/questions/49348068,intuit/benten/benten-core/src/main/java/com/intuit/benten/channel/slack/SlackHelper.java,extractUserFromMessage,60,68,49348068/49348068_2_recent.java,method,1,18
683,iotoasis,https://stackoverflow.com/questions/25985720,iotoasis/si/si-modules/LWM2M_IPE_Server/leshan-server-core/src/main/java/org/eclipse/leshan/server/client/Client.java,isNumber,215,222,25985720/25985720_14_recent.java,method,1,21
684,iotoasis,https://stackoverflow.com/questions/10195366,iotoasis/si/si-modules/DM_Web_Server/src/main/java/net/herit/business/HomeController.java,home,33,45,10195366/10195366_2_recent.java,method,1,21
112,iqss,https://stackoverflow.com/questions/56259221,iqss/dataverse/src/main/java/edu/harvard/iq/dataverse/mydata/Pager.java,showClasspaths,326,334,56259221/56259221_5_recent.java,method,1,13
222,jaamsim,https://stackoverflow.com/questions/22968559,jaamsim/jaamsim/src/main/java/com/jaamsim/ui/GUIFrame.java,invokeRedo,3671,3678,22968559/22968559_2_recent.java,method,1,16
751,jackkolokasis,https://stackoverflow.com/questions/13462440,jackkolokasis/teraheap/jdk8u345/jdk/src/share/demo/jfc/SwingApplet/SwingApplet.java,init,74,91,13462440/13462440_6_32050882.java,init,30,44
752,jackkolokasis,https://stackoverflow.com/questions/58993471,jackkolokasis/teraheap/jdk8u345/jdk/src/share/classes/sun/security/tools/keytool/Main.java,toHexString,3371,3381,58993471/58993471_2_recent.java,method,1,363
753,jackkolokasis,https://stackoverflow.com/questions/29866762,jackkolokasis/teraheap/jdk8u345/jdk/src/share/classes/java/util/ComparableTimSort.java,sort,179,224,29866762/29866762_2_89013107.java,method,1,40
754,jackkolokasis,https://stackoverflow.com/questions/29866762,jackkolokasis/teraheap/jdk8u345/jdk/src/share/classes/java/util/TimSort.java,sort,210,256,29866762/29866762_2_89013107.java,method,1,40
755,jackkolokasis,https://stackoverflow.com/questions/46830988,jackkolokasis/teraheap/jdk8u345/jdk/src/share/classes/java/util/HashMap.java,putMapEntries,501,519,46830988/46830988_4_158689916.java,method,1,19
756,jackkolokasis,https://stackoverflow.com/questions/16799135,jackkolokasis/teraheap/jdk8u345/jdk/src/share/classes/java/util/Timer.java,sched,386,412,16799135/16799135_10_41317480.java,method,1,23
757,jackkolokasis,https://stackoverflow.com/questions/29330741,jackkolokasis/teraheap/jdk8u345/jdk/src/share/classes/java/math/BigDecimal.java,divide,5257,5269,29330741/29330741_6_86929181.java,method,1,13
758,jackkolokasis,https://stackoverflow.com/questions/29330741,jackkolokasis/teraheap/jdk8u345/jdk/src/share/classes/java/math/BigDecimal.java,divide,5271,5283,29330741/29330741_6_86929181.java,method,1,13
759,jackkolokasis,https://stackoverflow.com/questions/45774144,jackkolokasis/teraheap/jdk8u345/jdk/src/share/classes/javax/swing/plaf/metal/MetalTabbedPaneUI.java,update,719,725,45774144/45774144_4_recent.java,method,1,21
760,jackkolokasis,https://stackoverflow.com/questions/54119640,jackkolokasis/teraheap/jdk8u345/jdk/src/share/classes/javax/swing/plaf/basic/BasicTableHeaderUI.java,mouseClicked,99,116,54119640/54119640_4_189259651.java,mouseClicked,10,26
761,jackkolokasis,https://stackoverflow.com/questions/58993471,jackkolokasis/teraheap/jdk8u345/jdk/test/sun/security/pkcs11/tls/TestLeadingZeroesP11.java,toHexString,124,136,58993471/58993471_2_recent.java,method,1,363
762,jackkolokasis,https://stackoverflow.com/questions/58993471,jackkolokasis/teraheap/jdk8u345/jdk/test/sun/security/x509/X500Name/DerValueConstructor.java,toHexString,119,131,58993471/58993471_2_recent.java,method,1,363
763,jackkolokasis,https://stackoverflow.com/questions/64938483,jackkolokasis/teraheap/jdk8u345/jdk/test/jdk/jfr/jcmd/TestJcmdStartWithSettings.java,run,167,176,64938483/64938483_2_recent.java,method,1,68
764,jackkolokasis,https://stackoverflow.com/questions/6702420,jackkolokasis/teraheap/jdk8u345/jdk/test/java/awt/im/6396526/IMLookAndFeel.java,main,68,76,6702420/6702420_2_89518975.java,main,9,18
765,jackkolokasis,https://stackoverflow.com/questions/58993471,jackkolokasis/teraheap/jdk8u345/jdk/test/com/sun/crypto/provider/KeyAgreement/DHKeyAgreement2.java,toHexString,271,283,58993471/58993471_2_recent.java,method,1,363
766,jackkolokasis,https://stackoverflow.com/questions/58993471,jackkolokasis/teraheap/jdk8u345/jdk/test/com/sun/crypto/provider/KeyAgreement/DHKeyAgreement3.java,toHexString,178,190,58993471/58993471_2_recent.java,method,1,363
